filename,species_label,scientific_name,taxon_id,observation_id,photo_id,observer,observed_on,latitude,longitude,photo_url,license
data\pterois_dataset\raw\pterois_miles\pterois_miles_0006.jpg,pterois_miles,Pterois miles,123459,388984994,712491539,katchristian,2025-09-25,24.0853042161,37.8892587887,https://inaturalist-open-data.s3.amazonaws.com/photos/712491539/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0007.jpg,pterois_miles,Pterois miles,123459,388838506,712199695,federico_latini,2026-08-06,35.0212058889,26.0146770278,https://static.inaturalist.org/photos/712199695/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0008.jpg,pterois_miles,Pterois miles,123459,388806453,712136928,federico_latini,2026-08-05,35.0338706944,25.992712,https://static.inaturalist.org/photos/712136928/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0009.jpg,pterois_miles,Pterois miles,123459,388761685,712049801,rhooseboy,2026-08-06,36.6032057016,29.0298817268,https://inaturalist-open-data.s3.amazonaws.com/photos/712049801/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0010.jpg,pterois_miles,Pterois miles,123459,388753225,712034891,biologistmarina,2026-08-06,34.9837727152,34.070731489,https://inaturalist-open-data.s3.amazonaws.com/photos/712034891/large.jpg,cc-by-nc-nd
data\pterois_dataset\raw\pterois_miles\pterois_miles_0011.jpg,pterois_miles,Pterois miles,123459,388577279,711691186,francescocecere,2026-07-28,36.5737034889,26.3761764894,https://inaturalist-open-data.s3.amazonaws.com/photos/711691186/large.jpg,cc0
data\pterois_dataset\raw\pterois_miles\pterois_miles_0012.jpg,pterois_miles,Pterois miles,123459,388545569,711628111,kontra,2026-08-05,42.7300100881,16.8889018893,https://inaturalist-open-data.s3.amazonaws.com/photos/711628111/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0013.jpg,pterois_miles,Pterois miles,123459,388485886,711512142,maximvereshchagin,2026-08-04,28.4761015033,34.5002183132,https://inaturalist-open-data.s3.amazonaws.com/photos/711512142/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0014.jpg,pterois_miles,Pterois miles,123459,387916325,710393365,maximvereshchagin,2026-08-02,28.4964337505,34.5189761066,https://inaturalist-open-data.s3.amazonaws.com/photos/710393365/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0015.jpg,pterois_miles,Pterois miles,123459,387906442,710373843,maximvereshchagin,2026-08-02,28.4965642672,34.5189781294,https://inaturalist-open-data.s3.amazonaws.com/photos/710373843/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0016.jpg,pterois_miles,Pterois miles,123459,387902946,710367376,invasive_spearfishing,2026-08-03,37.1367572534,25.2847388014,https://inaturalist-open-data.s3.amazonaws.com/photos/710367376/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0017.jpg,pterois_miles,Pterois miles,123459,387895858,710352969,maximvereshchagin,2026-08-02,28.4965748612,34.5183722494,https://inaturalist-open-data.s3.amazonaws.com/photos/710352969/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0018.jpg,pterois_miles,Pterois miles,123459,387895462,710352276,maximvereshchagin,2026-08-02,28.4967827632,34.5189090833,https://inaturalist-open-data.s3.amazonaws.com/photos/710352276/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0019.jpg,pterois_miles,Pterois miles,123459,387894641,710350946,maximvereshchagin,2026-08-03,28.496254,34.5183280106,https://inaturalist-open-data.s3.amazonaws.com/photos/710350946/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0020.jpg,pterois_miles,Pterois miles,123459,387891903,710345914,maximvereshchagin,2026-08-02,28.4971046988,34.5185040201,https://inaturalist-open-data.s3.amazonaws.com/photos/710345914/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0021.jpg,pterois_miles,Pterois miles,123459,387891708,710345536,maximvereshchagin,2026-08-02,28.4967196877,34.5188577289,https://inaturalist-open-data.s3.amazonaws.com/photos/710345536/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0022.jpg,pterois_miles,Pterois miles,123459,387891088,710344133,maximvereshchagin,2026-08-02,28.4963361346,34.5187464714,https://inaturalist-open-data.s3.amazonaws.com/photos/710344133/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0023.jpg,pterois_miles,Pterois miles,123459,387890018,710341768,maximvereshchagin,2026-08-02,28.4964379778,34.5181198785,https://inaturalist-open-data.s3.amazonaws.com/photos/710341768/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0024.jpg,pterois_miles,Pterois miles,123459,387889500,710340586,maximvereshchagin,2026-08-02,28.4962181582,34.5180931687,https://inaturalist-open-data.s3.amazonaws.com/photos/710340586/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0025.jpg,pterois_miles,Pterois miles,123459,387871438,710288547,slowclown,2026-07-27,26.8438345721,34.0006181748,https://inaturalist-open-data.s3.amazonaws.com/photos/710288547/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0026.jpg,pterois_miles,Pterois miles,123459,387867221,710294658,dimitribrosens,2026-08-03,-6.24813246,39.53965247,https://inaturalist-open-data.s3.amazonaws.com/photos/710294658/large.jpg,cc0
data\pterois_dataset\raw\pterois_miles\pterois_miles_0027.jpg,pterois_miles,Pterois miles,123459,387856289,710274128,steve97843,2026-07-30,36.7147942416,21.764970459,https://inaturalist-open-data.s3.amazonaws.com/photos/710274128/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0028.jpg,pterois_miles,Pterois miles,123459,387848974,710259743,ivandimitroff,2026-08-03,40.0214414749,23.8350738003,https://inaturalist-open-data.s3.amazonaws.com/photos/710259743/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0029.jpg,pterois_miles,Pterois miles,123459,387830905,710225272,danijel1,2016-06-04,43.6243995532,15.5745567754,https://static.inaturalist.org/photos/710225272/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0030.jpg,pterois_miles,Pterois miles,123459,387814314,710193027,wilnasteenkamp,2026-07-13,-29.5159470403,31.2310602098,https://inaturalist-open-data.s3.amazonaws.com/photos/710193027/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0031.jpg,pterois_miles,Pterois miles,123459,387619475,709812177,quiet_hunter,2026-07-27,34.6961374666,33.0954549484,https://static.inaturalist.org/photos/709812177/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0032.jpg,pterois_miles,Pterois miles,123459,387481442,709548365,liam_h,2026-08-02,-20.9216184878,55.2996418787,https://inaturalist-open-data.s3.amazonaws.com/photos/709548365/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0033.jpg,pterois_miles,Pterois miles,123459,387194795,708996364,mikaami,2026-08-01,29.5041133333,34.91912,https://inaturalist-open-data.s3.amazonaws.com/photos/708996364/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0034.jpg,pterois_miles,Pterois miles,123459,387168174,708939040,omermeshulam,2026-07-31,29.5418197507,34.972922611,https://inaturalist-open-data.s3.amazonaws.com/photos/708939040/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0035.jpg,pterois_miles,Pterois miles,123459,387134226,708880505,bisavolholding,2026-08-01,35.4726458109,27.194123674,https://inaturalist-open-data.s3.amazonaws.com/photos/708880505/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0036.jpg,pterois_miles,Pterois miles,123459,386927274,708481784,pierre_mkrs,2026-07-31,36.204803273,28.1409111992,https://inaturalist-open-data.s3.amazonaws.com/photos/708481784/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0037.jpg,pterois_miles,Pterois miles,123459,386926989,708481144,pierre_mkrs,2026-07-31,36.204803273,28.1409111992,https://inaturalist-open-data.s3.amazonaws.com/photos/708481144/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0038.jpg,pterois_miles,Pterois miles,123459,386925175,708477509,pierre_mkrs,2026-07-31,36.204803273,28.1409111992,https://inaturalist-open-data.s3.amazonaws.com/photos/708477509/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0039.jpg,pterois_miles,Pterois miles,123459,386924802,708476705,pierre_mkrs,2026-07-31,36.204803273,28.1409111992,https://inaturalist-open-data.s3.amazonaws.com/photos/708476705/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0040.jpg,pterois_miles,Pterois miles,123459,386924378,708475929,pierre_mkrs,2026-07-31,36.204803273,28.1409111992,https://inaturalist-open-data.s3.amazonaws.com/photos/708475929/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0041.jpg,pterois_miles,Pterois miles,123459,386923774,708474702,pierre_mkrs,2026-07-31,36.204803273,28.1409111992,https://inaturalist-open-data.s3.amazonaws.com/photos/708474702/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0042.jpg,pterois_miles,Pterois miles,123459,386817376,708263063,pierre_mkrs,2026-07-25,36.2048033421,28.1409113264,https://inaturalist-open-data.s3.amazonaws.com/photos/708263063/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0043.jpg,pterois_miles,Pterois miles,123459,386817371,708263014,pierre_mkrs,2026-07-25,36.2048033421,28.1409113264,https://inaturalist-open-data.s3.amazonaws.com/photos/708263014/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0044.jpg,pterois_miles,Pterois miles,123459,386817370,708262965,pierre_mkrs,2026-07-27,36.0967590222,28.0866336705,https://inaturalist-open-data.s3.amazonaws.com/photos/708262965/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0045.jpg,pterois_miles,Pterois miles,123459,386817354,708262811,pierre_mkrs,2026-07-28,36.0871048,28.088309,https://inaturalist-open-data.s3.amazonaws.com/photos/708262811/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0046.jpg,pterois_miles,Pterois miles,123459,386817353,708262808,pierre_mkrs,2026-07-28,36.0871048,28.088309,https://inaturalist-open-data.s3.amazonaws.com/photos/708262808/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0047.jpg,pterois_miles,Pterois miles,123459,386817351,708262800,pierre_mkrs,2026-07-28,36.0871048,28.088309,https://inaturalist-open-data.s3.amazonaws.com/photos/708262800/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0048.jpg,pterois_miles,Pterois miles,123459,386817349,708262782,pierre_mkrs,2026-07-28,36.0871048,28.088309,https://inaturalist-open-data.s3.amazonaws.com/photos/708262782/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0049.jpg,pterois_miles,Pterois miles,123459,386817348,708262777,pierre_mkrs,2026-07-28,36.0871048,28.088309,https://inaturalist-open-data.s3.amazonaws.com/photos/708262777/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0050.jpg,pterois_miles,Pterois miles,123459,386817347,708262774,pierre_mkrs,2026-07-28,36.0871048,28.088309,https://inaturalist-open-data.s3.amazonaws.com/photos/708262774/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0051.jpg,pterois_miles,Pterois miles,123459,386817345,708262750,pierre_mkrs,2026-07-28,36.3761883146,28.2386085803,https://inaturalist-open-data.s3.amazonaws.com/photos/708262750/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0052.jpg,pterois_miles,Pterois miles,123459,386817342,708262751,pierre_mkrs,2026-07-28,36.3761883146,28.2386085803,https://inaturalist-open-data.s3.amazonaws.com/photos/708262751/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0053.jpg,pterois_miles,Pterois miles,123459,386817333,708262729,pierre_mkrs,2026-07-28,36.3761883146,28.2386085803,https://inaturalist-open-data.s3.amazonaws.com/photos/708262729/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0054.jpg,pterois_miles,Pterois miles,123459,386817317,708262649,pierre_mkrs,2026-07-28,36.3761883146,28.2386085803,https://inaturalist-open-data.s3.amazonaws.com/photos/708262649/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0055.jpg,pterois_miles,Pterois miles,123459,386817310,708262559,pierre_mkrs,2026-07-30,36.3223933404,28.2103859314,https://inaturalist-open-data.s3.amazonaws.com/photos/708262559/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0056.jpg,pterois_miles,Pterois miles,123459,386817309,708262561,pierre_mkrs,2026-07-30,36.3223933404,28.2106863388,https://inaturalist-open-data.s3.amazonaws.com/photos/708262561/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0057.jpg,pterois_miles,Pterois miles,123459,386817305,708262519,pierre_mkrs,2026-07-30,36.3223241869,28.2107503584,https://inaturalist-open-data.s3.amazonaws.com/photos/708262519/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0058.jpg,pterois_miles,Pterois miles,123459,386816204,708271481,adelliebenberg,2022-08-20,-26.8939606789,32.8774717078,https://inaturalist-open-data.s3.amazonaws.com/photos/708271481/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0059.jpg,pterois_miles,Pterois miles,123459,386706727,708052560,iiukolov,2015-03-26,26.97856,33.90187,https://inaturalist-open-data.s3.amazonaws.com/photos/708052560/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0060.jpg,pterois_miles,Pterois miles,123459,386623645,707903606,ivowalsmit,2026-07-30,37.6827986405,20.8745016286,https://inaturalist-open-data.s3.amazonaws.com/photos/707903606/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0061.jpg,pterois_miles,Pterois miles,123459,386556585,707778787,kicek_spiders,2026-07-30,25.6025148371,34.6113042533,https://inaturalist-open-data.s3.amazonaws.com/photos/707778787/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0062.jpg,pterois_miles,Pterois miles,123459,386219465,707121671,urielevy,2026-07-29,33.0426218589,35.0980436291,https://inaturalist-open-data.s3.amazonaws.com/photos/707121671/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0063.jpg,pterois_miles,Pterois miles,123459,385739255,706165984,yancoquet,2026-07-20,-14.1141124,47.7464967,https://inaturalist-open-data.s3.amazonaws.com/photos/706165984/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0064.jpg,pterois_miles,Pterois miles,123459,385615588,705970108,frederikl,2026-07-24,35.3177281738,25.4002457153,https://inaturalist-open-data.s3.amazonaws.com/photos/705970108/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0065.jpg,pterois_miles,Pterois miles,123459,385569888,705879546,jonigr,2026-07-11,29.5231158032,34.9351962249,https://inaturalist-open-data.s3.amazonaws.com/photos/705879546/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0066.jpg,pterois_miles,Pterois miles,123459,385461668,705673081,vikingfred,2025-07-21,27.1848843822,33.878778222,https://inaturalist-open-data.s3.amazonaws.com/photos/705673081/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0067.jpg,pterois_miles,Pterois miles,123459,385460583,705661120,frederikl,2026-07-22,35.20355852,25.7309010401,https://inaturalist-open-data.s3.amazonaws.com/photos/705661120/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0068.jpg,pterois_miles,Pterois miles,123459,385460551,705656668,frederikl,2026-07-22,35.20351593,25.73096616,https://inaturalist-open-data.s3.amazonaws.com/photos/705656668/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0069.jpg,pterois_miles,Pterois miles,123459,385448052,705627781,frederikl,2026-07-21,35.31909389,25.39897797,https://inaturalist-open-data.s3.amazonaws.com/photos/705627781/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0070.jpg,pterois_miles,Pterois miles,123459,385448039,705625445,frederikl,2026-07-21,35.31587265,25.40282636,https://inaturalist-open-data.s3.amazonaws.com/photos/705625445/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0071.jpg,pterois_miles,Pterois miles,123459,385448035,705624362,frederikl,2026-07-21,35.31588229,25.40284026,https://inaturalist-open-data.s3.amazonaws.com/photos/705624362/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0072.jpg,pterois_miles,Pterois miles,123459,385418443,705545737,mariuszolk,2026-07-20,-4.7116060746,39.3122723048,https://inaturalist-open-data.s3.amazonaws.com/photos/705545737/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0073.jpg,pterois_miles,Pterois miles,123459,385297739,705357637,victor_mty,2026-06-14,-24.7886676788,47.1942481995,https://inaturalist-open-data.s3.amazonaws.com/photos/705357637/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0074.jpg,pterois_miles,Pterois miles,123459,385161038,705111095,amalapert,2007-06-16,27.7818377199,34.1891424401,https://inaturalist-open-data.s3.amazonaws.com/photos/705111095/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0075.jpg,pterois_miles,Pterois miles,123459,384936263,704675354,vraybaud,2024-11-02,36.1565734333,29.6288738273,https://inaturalist-open-data.s3.amazonaws.com/photos/704675354/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0076.jpg,pterois_miles,Pterois miles,123459,384603046,704041826,schindlerova,2026-07-21,25.3403008024,34.7392556816,https://inaturalist-open-data.s3.amazonaws.com/photos/704041826/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0077.jpg,pterois_miles,Pterois miles,123459,384602718,704041103,schindlerova,2026-07-21,25.3400071791,34.7389696911,https://inaturalist-open-data.s3.amazonaws.com/photos/704041103/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0078.jpg,pterois_miles,Pterois miles,123459,384503167,703852074,pdoszpod11,2026-07-18,36.6161883333,27.8356616667,https://inaturalist-open-data.s3.amazonaws.com/photos/703852074/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0079.jpg,pterois_miles,Pterois miles,123459,384492506,703825975,pierre_mkrs,2026-07-23,36.204041542,28.1404392531,https://inaturalist-open-data.s3.amazonaws.com/photos/703825975/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0080.jpg,pterois_miles,Pterois miles,123459,384492471,703825690,pierre_mkrs,2026-07-23,36.204041542,28.1404392531,https://inaturalist-open-data.s3.amazonaws.com/photos/703825690/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0081.jpg,pterois_miles,Pterois miles,123459,384481561,703811223,josh_demartino,2023-09-08,29.5100186852,34.9873554672,https://inaturalist-open-data.s3.amazonaws.com/photos/703811223/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0082.jpg,pterois_miles,Pterois miles,123459,384066279,702971622,eiman_sherif,2026-07-17,29.0172947214,34.6836885915,https://inaturalist-open-data.s3.amazonaws.com/photos/702971622/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0083.jpg,pterois_miles,Pterois miles,123459,384020404,702914501,divemaster00,2026-07-22,42.7797768784,16.8310339004,https://inaturalist-open-data.s3.amazonaws.com/photos/702914501/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0084.jpg,pterois_miles,Pterois miles,123459,383962605,702802137,cankarayel,2026-07-22,36.5729443429,28.0109670358,https://static.inaturalist.org/photos/702802137/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0085.jpg,pterois_miles,Pterois miles,123459,383962564,702802042,cankarayel,2026-07-22,36.5729317033,28.0108942646,https://static.inaturalist.org/photos/702802042/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0086.jpg,pterois_miles,Pterois miles,123459,383929089,702735578,eiman_sherif,2024-08-05,28.4954127641,34.5175124777,https://inaturalist-open-data.s3.amazonaws.com/photos/702735578/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0087.jpg,pterois_miles,Pterois miles,123459,383864527,702618660,erica_91,2024-12-31,25.5467137807,34.6949270012,https://static.inaturalist.org/photos/702618660/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0088.jpg,pterois_miles,Pterois miles,123459,383854453,702598843,chloead,2026-07-22,34.755273935,32.4087039848,https://inaturalist-open-data.s3.amazonaws.com/photos/702598843/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0089.jpg,pterois_miles,Pterois miles,123459,383840515,702568668,jakub83656,2026-07-22,35.0120416667,34.0608888889,https://inaturalist-open-data.s3.amazonaws.com/photos/702568668/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0090.jpg,pterois_miles,Pterois miles,123459,383832281,702552782,krissado,2026-07-17,36.4247011041,22.4738990155,https://inaturalist-open-data.s3.amazonaws.com/photos/702552782/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0091.jpg,pterois_miles,Pterois miles,123459,383829048,702546509,krissado,2026-07-16,36.4790880832,22.4006963607,https://inaturalist-open-data.s3.amazonaws.com/photos/702546509/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0092.jpg,pterois_miles,Pterois miles,123459,383715023,702323161,cetinn0035,2026-07-03,38.7357898567,26.8377897888,https://static.inaturalist.org/photos/702323161/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0093.jpg,pterois_miles,Pterois miles,123459,383364422,701653553,stefan_wicki,2026-07-20,-6.0501305,39.2019116667,https://static.inaturalist.org/photos/701653553/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0094.jpg,pterois_miles,Pterois miles,123459,383350516,701621944,ingokurtz,2013-12-12,26.7999743986,33.9464937998,https://inaturalist-open-data.s3.amazonaws.com/photos/701621944/large.jpg,cc-by-nc-nd
data\pterois_dataset\raw\pterois_miles\pterois_miles_0095.jpg,pterois_miles,Pterois miles,123459,383308583,701548538,cankarayel,2026-07-20,36.6890566077,27.9846446594,https://static.inaturalist.org/photos/701548538/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0096.jpg,pterois_miles,Pterois miles,123459,383233600,700649782,shantey_mv,2021-08-11,3.4808349572,72.7941811587,https://static.inaturalist.org/photos/700649782/large.jpg,
data\pterois_dataset\raw\pterois_miles\pterois_miles_0097.jpg,pterois_miles,Pterois miles,123459,383056869,701036893,alpman444,2026-07-19,36.7556720907,27.7787178402,https://inaturalist-open-data.s3.amazonaws.com/photos/701036893/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0098.jpg,pterois_miles,Pterois miles,123459,383056734,701020023,alpman444,2026-07-19,36.7556720907,27.7787178402,https://inaturalist-open-data.s3.amazonaws.com/photos/701020023/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0099.jpg,pterois_miles,Pterois miles,123459,382992939,700935743,invasive_spearfishing,2026-07-19,36.8968166808,25.9688680619,https://inaturalist-open-data.s3.amazonaws.com/photos/700935743/large.jpg,cc-by-nc
data\pterois_dataset\raw\pterois_miles\pterois_miles_0100.jpg,pterois_miles,Pterois miles,123459,382992743,700935307,invasive_spearfishing,2026-07-19,36.8968389353,25.9688942134,https://inaturalist-open-data.s3.amazonaws.com/photos/700935307/large.jpg,cc-by-nc
