filename,species_label,scientific_name,taxon_id,observation_id,photo_id,observed_on,latitude,longitude,photo_url,license
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0009.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388616589,711759708,2026-08-05,11.328819125,-60.5494818368,https://inaturalist-open-data.s3.amazonaws.com/photos/711759708/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0010.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388604532,711743678,2026-08-05,11.3286594887,-60.5494666576,https://inaturalist-open-data.s3.amazonaws.com/photos/711743678/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0011.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388546176,711629099,2026-08-01,25.1202527466,-80.4688793398,https://inaturalist-open-data.s3.amazonaws.com/photos/711629099/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0012.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388491143,711522190,2025-07-23,16.9185816884,-88.143323809,https://inaturalist-open-data.s3.amazonaws.com/photos/711522190/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0013.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388471324,711483315,2026-08-01,25.110213,-80.305996,https://inaturalist-open-data.s3.amazonaws.com/photos/711483315/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0014.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388370308,711287097,2026-07-25,24.4642495853,-81.8440490345,https://inaturalist-open-data.s3.amazonaws.com/photos/711287097/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0015.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388167659,710890589,2026-08-03,24.7262615257,-77.7836568107,https://static.inaturalist.org/photos/710890589/large.jpg,
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0016.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388167104,710889626,2026-08-03,24.7267253557,-77.7835881615,https://static.inaturalist.org/photos/710889626/large.jpg,
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0017.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388157205,710871677,2026-08-03,25.1119445,-80.305175,https://static.inaturalist.org/photos/710871677/large.jpg,
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0018.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387967087,710492742,2026-08-03,25.4003602077,-79.512697749,https://inaturalist-open-data.s3.amazonaws.com/photos/710492742/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0019.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387580089,709695716,2026-05-04,11.3287082559,-74.1095615662,https://inaturalist-open-data.s3.amazonaws.com/photos/709695716/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0020.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387580056,709683350,2026-05-04,11.3287082559,-74.1095615662,https://inaturalist-open-data.s3.amazonaws.com/photos/709683350/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0021.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387531442,709643476,2026-08-01,25.1118449179,-80.3052001074,https://inaturalist-open-data.s3.amazonaws.com/photos/709643476/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0022.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387529532,709639807,2026-08-01,25.1118449179,-80.3052001074,https://inaturalist-open-data.s3.amazonaws.com/photos/709639807/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0023.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387524145,709629916,2026-08-01,25.0682828376,-80.3637550606,https://inaturalist-open-data.s3.amazonaws.com/photos/709629916/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0024.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387522440,709626671,2015-01-04,25.1429269957,-80.314914961,https://inaturalist-open-data.s3.amazonaws.com/photos/709626671/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0025.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387510887,709605804,2026-07-31,25.0764528284,-80.4283407864,https://inaturalist-open-data.s3.amazonaws.com/photos/709605804/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0026.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387479680,709546953,2018-10-26,16.130262,-61.820068,https://inaturalist-open-data.s3.amazonaws.com/photos/709546953/large.jpg,cc-by-nc-nd
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0027.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387473402,709536646,2026-08-01,25.1107278333,-80.3015133333,https://static.inaturalist.org/photos/709536646/large.jpg,
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0028.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387431086,709454418,2026-06-23,18.6771005965,-68.3941884711,https://inaturalist-open-data.s3.amazonaws.com/photos/709454418/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0029.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387416379,709424512,2026-08-01,25.1242439663,-80.3787097182,https://inaturalist-open-data.s3.amazonaws.com/photos/709424512/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0030.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387398488,709388406,2026-08-01,25.0846122815,-80.3518817543,https://inaturalist-open-data.s3.amazonaws.com/photos/709388406/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0031.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387395077,709381604,2026-08-01,17.7473,-64.70437,https://inaturalist-open-data.s3.amazonaws.com/photos/709381604/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0032.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387344809,709283749,2026-08-01,25.1102055,-80.3035283333,https://inaturalist-open-data.s3.amazonaws.com/photos/709283749/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0033.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387341713,709277496,2026-08-01,25.0982786761,-80.3569263415,https://inaturalist-open-data.s3.amazonaws.com/photos/709277496/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0034.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387340312,709274754,2026-07-31,26.7340286883,-79.5032752145,https://inaturalist-open-data.s3.amazonaws.com/photos/709274754/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0035.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387255528,709109838,2026-08-01,25.1380464543,-80.2887088805,https://inaturalist-open-data.s3.amazonaws.com/photos/709109838/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0036.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387245308,709090471,2026-07-31,25.1941154651,-80.2172884712,https://inaturalist-open-data.s3.amazonaws.com/photos/709090471/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0037.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387231734,709062865,2026-08-01,25.1300445,-80.293495,https://inaturalist-open-data.s3.amazonaws.com/photos/709062865/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0038.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387224251,709048165,2024-09-16,12.1671535609,-68.287914531,https://inaturalist-open-data.s3.amazonaws.com/photos/709048165/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0039.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387156182,708921821,2026-08-01,25.173001054,-80.2893464426,https://inaturalist-open-data.s3.amazonaws.com/photos/708921821/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0040.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387148729,708907708,2026-07-31,25.1362638333,-80.2900866667,https://static.inaturalist.org/photos/708907708/large.jpg,
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0041.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387068419,708749330,2026-07-31,25.1387861667,-80.2947783333,https://inaturalist-open-data.s3.amazonaws.com/photos/708749330/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0042.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387066799,708748396,2026-07-31,25.1379010676,-80.2889412269,https://inaturalist-open-data.s3.amazonaws.com/photos/708748396/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0043.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387057496,708710830,2026-07-29,19.3831108073,-81.4170959351,https://inaturalist-open-data.s3.amazonaws.com/photos/708710830/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0044.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,387011413,708638774,2026-07-31,25.1091732784,-80.3312472558,https://inaturalist-open-data.s3.amazonaws.com/photos/708638774/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0045.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,386977674,708576695,2026-07-31,25.1394936906,-80.3206302254,https://inaturalist-open-data.s3.amazonaws.com/photos/708576695/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0046.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,386977178,708575719,2026-07-31,25.1394055,-80.2945866667,https://inaturalist-open-data.s3.amazonaws.com/photos/708575719/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0047.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,386972524,708567192,2026-07-30,25.1222280599,-80.3054007401,https://inaturalist-open-data.s3.amazonaws.com/photos/708567192/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0048.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,386951645,708526165,2026-07-31,25.1773189701,-80.3399541328,https://inaturalist-open-data.s3.amazonaws.com/photos/708526165/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0049.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,386414444,707501810,2026-07-29,15.9439926496,-61.2756808475,https://inaturalist-open-data.s3.amazonaws.com/photos/707501810/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0050.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,386323977,707329446,2026-07-23,12.3749446869,-69.157699585,https://inaturalist-open-data.s3.amazonaws.com/photos/707329446/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0001.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,387017221,708644291,2026-07-27,-9.7642823585,-35.8349370968,https://inaturalist-open-data.s3.amazonaws.com/photos/708644291/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0002.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,386865195,708365015,2026-07-29,-20.5171233721,-29.3024497489,https://inaturalist-open-data.s3.amazonaws.com/photos/708365015/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0003.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,386221002,707134284,2025-08-21,-23.114493,-44.293951,https://inaturalist-open-data.s3.amazonaws.com/photos/707134284/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0004.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,382625763,700225464,2025-08-20,-23.1402538657,-44.3250536303,https://inaturalist-open-data.s3.amazonaws.com/photos/700225464/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0005.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,382120740,699249033,2025-08-20,-23.1391902056,-44.3271590727,https://inaturalist-open-data.s3.amazonaws.com/photos/699249033/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0006.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,371075479,677963439,2026-06-12,-13.0148325048,-38.4710124135,https://static.inaturalist.org/photos/677963439/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0007.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,371075000,677962750,2026-06-12,-13.0148730111,-38.4708776325,https://static.inaturalist.org/photos/677962750/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0008.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,368816007,673655803,2026-06-05,-9.0395425368,-35.2234037966,https://static.inaturalist.org/photos/673655803/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0009.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,368508263,673071746,2026-06-04,-23.1620416917,-44.3502113968,https://inaturalist-open-data.s3.amazonaws.com/photos/673071746/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0010.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,359072008,655090646,2026-04-09,-23.0349219665,-43.4686243191,https://inaturalist-open-data.s3.amazonaws.com/photos/655090646/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0011.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,343104646,624927589,2026-03-15,-5.8796074624,-35.1614474505,https://inaturalist-open-data.s3.amazonaws.com/photos/624927589/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0012.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,340058681,618743917,2026-02-21,-23.4592671616,-45.0346086959,https://static.inaturalist.org/photos/618743917/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0013.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,337344052,613225271,2026-01-21,-9.2727225566,-35.3586853668,https://static.inaturalist.org/photos/613225271/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0014.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,337154746,612837838,2026-01-20,-8.9371140793,-35.1635080576,https://static.inaturalist.org/photos/612837838/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0015.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,336897536,612312885,2026-01-31,-13.01278875,-38.4710273611,https://inaturalist-open-data.s3.amazonaws.com/photos/612312885/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0016.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,336640464,611791232,2026-01-29,-13.0156730086,-38.4714492783,https://static.inaturalist.org/photos/611791232/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0017.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,336510304,611519942,2026-01-28,-13.0079090424,-38.5332965903,https://static.inaturalist.org/photos/611519942/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0018.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,335717045,609935925,2026-01-22,-8.999995,-35.1822083333,https://inaturalist-open-data.s3.amazonaws.com/photos/609935925/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0019.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,333477291,605432625,2026-01-04,-8.093184532,-34.8802693095,https://inaturalist-open-data.s3.amazonaws.com/photos/605432625/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0020.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,333451340,605380935,2026-01-04,-23.1520450285,-44.2289440334,https://static.inaturalist.org/photos/605380935/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0021.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,330553349,599434478,2025-12-12,-8.5413875651,-34.9958911166,https://inaturalist-open-data.s3.amazonaws.com/photos/599434478/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0022.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,329797002,597888376,2025-12-06,-8.5101154371,-34.9993287027,https://inaturalist-open-data.s3.amazonaws.com/photos/597888376/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0023.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,329742230,597777949,2025-12-06,-8.5085748917,-34.9981458485,https://inaturalist-open-data.s3.amazonaws.com/photos/597777949/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0024.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,325389571,589122455,2025-10-23,-8.9462224528,-35.1600593762,https://static.inaturalist.org/photos/589122455/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0025.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,324199848,586741955,2025-10-09,-22.896837324,-41.9840199455,https://inaturalist-open-data.s3.amazonaws.com/photos/586741955/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0026.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,320528859,579538071,2020-12-22,-22.966287612,-42.0075148769,https://inaturalist-open-data.s3.amazonaws.com/photos/579538071/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0027.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,319937086,578389196,2025-09-21,-15.9250167975,-5.7215542905,https://inaturalist-open-data.s3.amazonaws.com/photos/578389196/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0028.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,282907271,508304734,2025-05-21,-22.9680751061,-42.0161432728,https://inaturalist-open-data.s3.amazonaws.com/photos/508304734/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0029.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,282777310,508052920,2025-05-20,-22.9680751061,-42.0161432728,https://inaturalist-open-data.s3.amazonaws.com/photos/508052920/large.jpg,cc-by
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0030.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,269866591,485269349,2025-03-29,-8.5066276,-35.0057167,https://static.inaturalist.org/photos/485269349/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0031.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,260072827,466975536,2025-01-30,-13.0062489875,-38.5334330678,https://static.inaturalist.org/photos/466975536/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0032.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,259896521,466627669,2025-01-23,-22.8676021716,-41.9811526313,https://static.inaturalist.org/photos/466627669/large.jpeg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0033.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,259857675,466555926,2025-01-22,-22.8678042085,-41.9814044237,https://static.inaturalist.org/photos/466555926/large.jpeg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0034.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,259626550,466095311,2014-08-29,-13.3804716478,-38.9060120356,https://inaturalist-open-data.s3.amazonaws.com/photos/466095311/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0035.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,245495983,438088092,2024-10-03,-8.6135382,-35.0228516,https://inaturalist-open-data.s3.amazonaws.com/photos/438088092/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0036.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,238127218,423889409,2021-05-10,-22.9652042,-41.9903014,https://inaturalist-open-data.s3.amazonaws.com/photos/423889409/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0037.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,237730417,423126025,2024-08-24,-23.117932851,-44.2758239343,https://inaturalist-open-data.s3.amazonaws.com/photos/423126025/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0038.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,232378629,412834096,2024-07-28,-22.970409646,-43.0460513011,https://inaturalist-open-data.s3.amazonaws.com/photos/412834096/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0039.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,231925229,411977596,2024-07-24,-9.2003774444,-35.30289075,https://inaturalist-open-data.s3.amazonaws.com/photos/411977596/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0040.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,218985941,387554362,2024-03-12,-20.2062668438,-40.2710633156,https://static.inaturalist.org/photos/387554362/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0041.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,218454959,386558735,2024-03-11,-20.2012026151,-40.2534175375,https://static.inaturalist.org/photos/386558735/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0042.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,217755190,385248687,2024-03-10,-20.2160864702,-40.2769860126,https://static.inaturalist.org/photos/385248687/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0043.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,202109495,356888867,2024-02-07,-10.3541454968,-36.2934168456,https://inaturalist-open-data.s3.amazonaws.com/photos/356888867/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0044.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,199269334,351393180,2024-02-01,-8.5112733772,-34.9992320859,https://inaturalist-open-data.s3.amazonaws.com/photos/351393180/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0045.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,197347120,347557664,2024-01-22,-20.6388505,-40.4310728,https://inaturalist-open-data.s3.amazonaws.com/photos/347557664/large.png,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0046.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,196870595,346587793,2024-01-14,-20.2722330124,-40.2541758241,https://inaturalist-open-data.s3.amazonaws.com/photos/346587793/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0047.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,196867854,346586736,2024-01-14,-20.2720916938,-40.2542702896,https://inaturalist-open-data.s3.amazonaws.com/photos/346586736/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0048.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,196864093,346579375,2024-01-15,-23.8294711,-45.39259235,https://static.inaturalist.org/photos/346579375/large.jpg,
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0049.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,196720486,346289433,2024-01-14,-8.6993994829,-35.0761344284,https://inaturalist-open-data.s3.amazonaws.com/photos/346289433/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_bahianus\acanthurus_bahianus_0050.jpg,acanthurus_bahianus,Acanthurus bahianus,1032318,196349157,345661666,2024-01-10,-9.2696157704,-35.3671108559,https://inaturalist-open-data.s3.amazonaws.com/photos/345661666/large.jpeg,cc-by-nc
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0001.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,389473414,713409167,2026-08-06,34.279,-76.643,https://inaturalist-open-data.s3.amazonaws.com/photos/713409167/large.jpg,cc-by-nc
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0002.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,389387157,713241198,2015-12-12,24.5484806,-81.4059137,https://inaturalist-open-data.s3.amazonaws.com/photos/713241198/large.jpg,cc-by-nc-nd
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0003.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,389332058,713138369,2026-08-07,17.6471670459,-63.2556909327,https://inaturalist-open-data.s3.amazonaws.com/photos/713138369/large.jpg,cc-by-nc
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0004.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,389122471,712733809,2026-08-07,24.5481315396,-81.4071285262,https://inaturalist-open-data.s3.amazonaws.com/photos/712733809/large.jpg,cc-by-nc
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0005.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,388960605,712446229,2023-07-05,13.361362434,-81.3375880443,https://inaturalist-open-data.s3.amazonaws.com/photos/712446229/large.jpg,cc-by-nc
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0006.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,388854838,712232206,2006-10-07,17.9178895877,-88.0963239446,https://inaturalist-open-data.s3.amazonaws.com/photos/712232206/large.jpg,cc-by-nc-sa
data\ground_species_dataset\raw\holacanthus_ciliaris\holacanthus_ciliaris_0007.jpg,holacanthus_ciliaris,Holacanthus ciliaris,47235,388742648,712013809,2026-08-01,25.1308840343,-80.294929238,https://inaturalist-open-data.s3.amazonaws.com/photos/712013809/large.jpg,cc-by-nc
